Page,District_Name,Issuer,Investment_Amount
23,Alabama 4th,TUSCALOOSA CNTY ALA BRD ED SPL TAX SCH WTS,74685000
23,Alabama 4th,ALABAMA SPL CARE FACS FING AUTH BIRMINGHAM REV,73075000
23,Alabama 4th,CULLMAN ALA BRD ED SPL TAX,68920000
23,Alabama 4th,UNIVERSITY NORTH ALA REV,64990000
23,Alabama 4th,ALABAMA ST PUB HEALTH CARE AUTH LEASE REV,63285000
23,Alabama 4th,NORTHPORT ALA,56680000
23,Alabama 4th,CULLMAN ALA,55445000
23,Alabama 4th,BOAZ ALA CITY BRD ED SCH TAX WTS,53075000
23,Alabama 4th,FLORENCE ALA,45540000
23,Alabama 4th,FORT PAYNE ALA,42490000
23,Alabama 4th,FLORENCE ALA CITY BRD ED TAX ANTIC SCH WTS,35685000
23,Alabama 4th,NORTHEAST ALA WTR SWR & FIRE PROTN DIST WTR REV,35485000
23,Alabama 4th,UNIVERSITY MONTEVALLO ALA REVS,33885000
23,Alabama 4th,JASPER ALA,32295000
23,Alabama 4th,BOAZ ALA,31600000
23,Alabama 4th,DCH HEALTH CARE AUTH ALA,31555000
23,Alabama 4th,DCH HEALTH CARE AUTH ALA HEALTH CARE FACS REV,28095000
24,Alabama 4th,LAUDERDALE CNTY ALA BRD ED SPL TAX SCH WTS,28010000
24,Alabama 4th,BOAZ ALA WTR & SWR REV,26280000
24,Alabama 4th,MUSCLE SHOALS ALA UTILS BRD WTR & SWR REV,26120000
24,Alabama 4th,TUSCUMBIA ALA,25765000
24,Alabama 4th,GUNTERSVILLE ALA WTR WKS & SWR BRD UTIL REV,25385000
24,Alabama 4th,RUSSELLVILLE ALA,22500000
24,Alabama 4th,FLORENCE ALA WTR & SWR REV,22130000
24,Alabama 4th,ONEONTA ALA,19730000
24,Alabama 4th,TUSCALOOSA ALA CNTY PORT AUTH REV,19280000
24,Alabama 4th,MUSCLE SHOALS ALA,19120000
24,Alabama 4th,COLBERT CNTY ALA,18955000
24,Alabama 4th,ARAB ALA,17700000
24,Alabama 4th,SHEFFIELD ALA WTR & SWR REV,13980000
24,Alabama 4th,CULLMAN CNTY ALA,13595000
24,Alabama 4th,FLORENCE ALA CITY BRD ED SPL TAX SCH WTS,12885000
24,Alabama 4th,RAINSVILLE ALA,12885000
24,Alabama 4th,MARION CNTY ALA,12745000
24,Alabama 4th,MUSCLE SHOALS ALA BRD ED SPL TAX SCH WTS,12300000
24,Alabama 4th,WINFIELD ALA CITY BRD ED SPL TAX SCH WTS,11785000
24,Alabama 4th,ALABAMA HSG FIN AUTH MULTI FAM HSG REV,11750000
24,Alabama 4th,ALABAMA INCENTIVES FING AUTH SPL OBLIG,11750000
24,Alabama 4th,FLORENCE ALA ELEC REV,11325000
24,Alabama 4th,BLOUNT CNTY ALA BRD ED SPL TAX SCH WTS,10920000
24,Alabama 4th,WALKER CNTY ALA,10805000
24,Alabama 4th,CULLMAN ALA UTILS BRD ELEC REV,9840000
24,Alabama 4th,ALBERTVILLE ALA BRD OF ED,9800000
24,Alabama 4th,EUTAW ALA INDL DEV BRD POLLUTN CTL REV,9700000
24,Alabama 4th,HANCEVILLE ALA WTRWKS & SWR BRD WTR & SWR REV,9070000
24,Alabama 4th,ARAB ALA WTR WKS BRD WTR REV,8980000
24,Alabama 4th,HAMILTON ALA,8930000
24,Alabama 4th,SHEFFIELD ALA,8445000
24,Alabama 4th,RED BAY ALA WTR WKS & GAS BRD WTR & GAS REV,7165000
24,Alabama 4th,WALKER CNTY ALA BRD ED,6585000
24,Alabama 4th,ONEONTA ALA BRD ED SPL TAX SCH WTS,6465000
24,Alabama 4th,RUSSELLVILLE ALA WTRWKS & SWR BRD WTR & SWR REV,6250000
24,Alabama 4th,LAMAR CNTY ALA BRD ED CAP OUTLAY SCH WTS,5410000
24,Alabama 4th,DEKALB CNTY ALA,5055000
24,Alabama 4th,ARAB ALA BRD ED SCH TAX WTS,4870000
24,Alabama 4th,SHEFFIELD ALA ELEC REV,4795000
24,Alabama 4th,DEKALB CNTY ALA EMERGENCY COMMUNICATIONS DIST REV,4750000
24,Alabama 4th,ALABAMA WTR POLLUTION CTL AUTH,4690000
24,Alabama 4th,GOOD HOPE ALA,4370000
24,Alabama 4th,RUSSELLVILLE ALA GAS BRD NAT GAS REV,4325000
24,Alabama 4th,FRANKLIN CNTY ALA BRD ED SPL TAX SCH WTS,4265000
25,Alabama 4th,WINSTON CNTY ALA,4255000
25,Alabama 4th,BERRY ALA WTR & SWR REV,4130000
25,Alabama 4th,CLEVELAND ALA WTR & SWR REV,3405000
25,Alabama 4th,CULLMAN CNTY ALA WTR REV,3310000
25,Alabama 4th,MARSHALL CNTY ALA,3275000
25,Alabama 4th,GUIN ALA,3200000
25,Alabama 4th,ARLEY ALA WTR REV,3160000
25,Alabama 4th,MARSHALL CNTY ALA ST GASOLINE TAX ANTIC WTS,2645000
25,Alabama 4th,SUMITON ALA,2600000
25,Alabama 4th,FAYETTE ALA GAS BRD GAS REV,2155000
25,Alabama 4th,FAYETTE ALA,2140000
25,Alabama 4th,TUSCUMBIA ALA CITY BRD ED TAX ANTIC SCH WTS,1965000
25,Alabama 4th,RED BAY ALA,1520000
25,Alabama 4th,SULLIGENT ALA,1435000
25,Alabama 4th,DOUBLE SPRINGS ALA,1340000
25,Alabama 4th,DORA ALA,755000
25,Alabama 4th,WINSTON CNTY ALA BRD ED SPL TAX,470000
25,Alabama 4th,IDER ALA,315000
25,Alabama 4th,LAMAR CNTY ALA,250000
25,Alabama 4th,MILLPORT ALA,240000
28,Alabama 5th,ALABAMA ST PUB SCH & COLLEGE AUTH,1533365000
28,Alabama 5th,UNIVERSITY ALA GEN REV,1051905000
28,Alabama 5th,HUNTSVILLE ALA,719795000
28,Alabama 5th,ALABAMA FED AID HWY FIN AUTH SPL OBLIG REV,638215000
28,Alabama 5th,HUNTSVILLE ALA HEALTH CARE AUTH,464530000
28,Alabama 5th,ALABAMA ST CORRECTIONS INSTN FIN AUTH REV,450610000
28,Alabama 5th,ALABAMA ST,388180000
28,Alabama 5th,ALABAMA HSG FIN AUTH SINGLE FAMILY MTG REV,260000000
28,Alabama 5th,COLUMBIA ALA INDL DEV BRD POLLUTN CTL REV,254000000
28,Alabama 5th,MADISON ALA WTR & WASTEWTR BRD WTR & SWR REV,202795000
28,Alabama 5th,MADISON ALA,197965000
28,Alabama 5th,WEST JEFFERSON ALA INDL DEV BRD POLLUTN CTL REV,174580000
28,Alabama 5th,HUNTSVILLE ALA HEALTH CARE AUTH REV,154675000
28,Alabama 5th,ATHENS ALA,152480000
28,Alabama 5th,MADISON ALA BRD ED SPL TAX SCH WTS,143840000
28,Alabama 5th,DECATUR ALA CITY BRD ED SPL TAX SCH WTS,103780000
28,Alabama 5th,HUNTSVILLE ALA ELEC SYS REV,101860000
28,Alabama 5th,WEST JEFFERSON ALA INDL DEV BRD SOLID WASTE DIS...,98000000
28,Alabama 5th,ATHENS ALA WTR & SWR REV,94220000
28,Alabama 5th,WALKER CNTY ALA ECONOMIC & INDL DEV AUTH SOLID ...,88000000
28,Alabama 5th,UNIVERSITY ALA GEN FEE REV,86275000
28,Alabama 5th,HUNTSVILLE ALA WTR SYS REV,85355000
28,Alabama 5th,ALABAMA ST HWY FIN CORP SPL OBLIG REV,85230000
28,Alabama 5th,HUNTSVILLE-REDSTONE VLG ALA SPL CARE FACS FING ...,83350000
28,Alabama 5th,ALABAMA ECONOMIC SETTLEMENT AUTH BP SETTLEMENT REV,80925000
28,Alabama 5th,HARTSELLE ALA,79185000
28,Alabama 5th,DECATUR ALA WTR & SWR REV,70765000
28,Alabama 5th,LIMESTONE CNTY ALA WTR & SWR AUTH WTR & SWR REV,69185000
28,Alabama 5th,ALABAMA ST PUB HEALTH CARE AUTH LEASE REV,63285000
28,Alabama 5th,DECATUR ALA,62075000
28,Alabama 5th,MORGAN CNTY ALA BRD ED SCH TAX WTS,58805000
28,Alabama 5th,LIMESTONE CNTY ALA WTR & SWR AUTH WTR REV,38960000
28,Alabama 5th,MADISON CNTY ALA BRD ED CAP OUTLAY,38860000
28,Alabama 5th,ATHENS ALA ELEC REV,36355000
28,Alabama 5th,NORTHEAST ALA WTR SWR & FIRE PROTN DIST WTR REV,35485000
28,Alabama 5th,SCOTTSBORO ALA,33955000
28,Alabama 5th,UNIVERSITY MONTEVALLO ALA REVS,33885000
28,Alabama 5th,LAWRENCE CNTY ALA BRD ED SPL TAX SCH WTS,33740000
29,Alabama 5th,MADISON CNTY ALA,32250000
29,Alabama 5th,ALABAMA HSG FIN AUTH MULTIFAMILY TAX EXEMPT MTG...,28066000
29,Alabama 5th,LAUDERDALE CNTY ALA BRD ED SPL TAX SCH WTS,28010000
29,Alabama 5th,HUNTSVILLE-RANDOLPH SCH ALA EDL BLDG AUTH LEASE...,27500000
29,Alabama 5th,MIDCITY IMPT DIST ALA SPL ASSMT REV,20315000
29,Alabama 5th,LAWRENCE CNTY ALA,14815000
29,Alabama 5th,JACKSON CNTY ALA BRD ED SCH TAX WTS,14390000
29,Alabama 5th,SCOTTSBORO ALA WTRWKS SWR & GAS BRD WTR SWR & G...,14115000
29,Alabama 5th,MORGAN CNTY ALA,13985000
29,Alabama 5th,WEST MORGAN-EAST LAWRENCE WTR & SWR AUTH ALA WT...,12700000
29,Alabama 5th,ALABAMA HSG FIN AUTH MULTI FAM HSG REV,11750000
29,Alabama 5th,ALABAMA INCENTIVES FING AUTH SPL OBLIG,11750000
29,Alabama 5th,MADISON CNTY ALA WTR REV,10870000
29,Alabama 5th,ATHENS ALA GAS REV,10615000
29,Alabama 5th,EUTAW ALA INDL DEV BRD POLLUTN CTL REV,9700000
29,Alabama 5th,PRICEVILLE TOWN ALA,9000000
29,Alabama 5th,ALABAMA HSG FIN AUTH MULTIFAMILY REV,7859000
29,Alabama 5th,MADISON CNTY ALA BRD ED,6990000
29,Alabama 5th,MOULTON ALA,4710000
29,Alabama 5th,LIMESTONE CNTY ALA,4705000
29,Alabama 5th,ALABAMA WTR POLLUTION CTL AUTH,4690000
29,Alabama 5th,LIMESTONE CNTY ALA BRD SPL TAX SCH WTS,4410000
29,Alabama 5th,JACKSON CNTY ALA HEALTH CARE AUTH HOSP TAX ANTI...,4140000
29,Alabama 5th,JACKSON CNTY ALA BRD ED SPL TAX SCH WTS,1910000
29,Alabama 5th,ROGERSVILLE ALA WTR & SWR REV,1050000
29,Alabama 5th,MOULTON ALA UTILS REV,620000
29,Alabama 5th,BRIDGEPORT ALA,280000
32,Alabama 6th,SOUTHEAST ENERGY AUTH COMMODITY SUPPLY REV ALA,2904965000
32,Alabama 6th,JEFFERSON CNTY ALA SWR REV,2352970000
32,Alabama 6th,SOUTHEAST ALA GAS SUPPLY DIST GAS SUPPLY REV,1572865000
32,Alabama 6th,ALABAMA ST PUB SCH & COLLEGE AUTH,1533365000
32,Alabama 6th,BLACK BELT ENERGY GAS DIST ALA GAS SUPPLY REV,953455000
32,Alabama 6th,ALABAMA FED AID HWY FIN AUTH SPL OBLIG REV,638215000
32,Alabama 6th,BIRMINGHAM ALA WTRWKS BRD WTR REV,550985000
32,Alabama 6th,ALABAMA ST CORRECTIONS INSTN FIN AUTH REV,450610000
32,Alabama 6th,ALABAMA ST,388180000
32,Alabama 6th,BLACK BELT ENERGY GAS DIST ALA GAS PROJ REV,374880000
32,Alabama 6th,JEFFERSON CNTY ALA,285210000
32,Alabama 6th,ALABAMA HSG FIN AUTH SINGLE FAMILY MTG REV,260000000
32,Alabama 6th,COLUMBIA ALA INDL DEV BRD POLLUTN CTL REV,254000000
32,Alabama 6th,HOMEWOOD ALA EDL BLDG AUTH REV,249005000
32,Alabama 6th,BIRMINGHAM JEFFERSON ALA CIVIC CTR AUTH SPL TAX,214020000
32,Alabama 6th,JEFFERSON CNTY ALA BRD ED PUB SCH WTS,182710000
32,Alabama 6th,HEALTH CARE AUTH FOR BAPTIST HEALTH ALA,174910000
32,Alabama 6th,WEST JEFFERSON ALA INDL DEV BRD POLLUTN CTL REV,174580000
32,Alabama 6th,HOOVER ALA,156055000
32,Alabama 6th,HOMEWOOD ALA,127140000
32,Alabama 6th,WEST JEFFERSON ALA INDL DEV BRD SOLID WASTE DIS...,98000000
32,Alabama 6th,BIRMINGHAM JEFFERSON ALA CIVIC CTR AUTH REV,88790000
32,Alabama 6th,WALKER CNTY ALA ECONOMIC & INDL DEV AUTH SOLID ...,88000000
32,Alabama 6th,ALABAMA SPL CARE FACS FING AUTH MOBILE REV,87795000
32,Alabama 6th,ALABAMA ST HWY FIN CORP SPL OBLIG REV,85230000
32,Alabama 6th,PELL CITY ALA SPL CARE FACS FING AUTH REV,83210000
32,Alabama 6th,ALABAMA ECONOMIC SETTLEMENT AUTH BP SETTLEMENT REV,80925000
32,Alabama 6th,BIRMINGHAM ALA SPL CARE FACS FING AUTH REVS,79535000
32,Alabama 6th,ALABASTER ALA,77985000
32,Alabama 6th,HOMEWOOD ALA EDL BLDG AUTH LEASE REV,75705000
32,Alabama 6th,ALABAMA SPL CARE FACS FING AUTH BIRMINGHAM REV,73075000
32,Alabama 6th,MILLBROOK ALA,72150000
32,Alabama 6th,ELMORE CNTY ALA,69410000
32,Alabama 6th,VESTAVIA HILLS ALA CITY BRD ED SPL TAX SCH WTS,66455000
32,Alabama 6th,ALABAMA ST PUB HEALTH CARE AUTH LEASE REV,63285000
32,Alabama 6th,BIRMINGHAM ALA WTRWKS BRD REV ANTIC BD,62715000
32,Alabama 6th,MOUNTAIN BROOK ALA CITY BRD ED SPL TAX SCH WTS,62455000
32,Alabama 6th,VESTAVIA HILLS ALA,62105000
33,Alabama 6th,ELMORE CNTY ALA BRD ED SCH TAX WTS,56360000
33,Alabama 6th,HELENA ALA,52805000
33,Alabama 6th,TRUSSVILLE ALA,49625000
33,Alabama 6th,PELHAM ALA,46120000
33,Alabama 6th,ALABASTER ALA BRD OF ED SPL TAX,46065000
33,Alabama 6th,IRONDALE ALA,35685000
33,Alabama 6th,UNIVERSITY MONTEVALLO ALA REVS,33885000
33,Alabama 6th,GARDENDALE ALA,33835000
33,Alabama 6th,LEEDS ALA PUB EDL BLDG AUTH EDL FACS REV,32560000
33,Alabama 6th,CHILTON CNTY ALA HEALTH CARE AUTH LTD OBLIG SAL...,31770000
33,Alabama 6th,SHELBY CNTY ALA,31725000
33,Alabama 6th,AUTAUGA CNTY ALA BRD ED SPL TAX SCH WTS,28545000
33,Alabama 6th,PRATTVILLE ALA,25770000
33,Alabama 6th,SHELBY CNTY ALA BRD ED SPL TAX SCH WTS,22700000
33,Alabama 6th,CHELSEA ALA,16765000
33,Alabama 6th,JEFFERSON CNTY ALA PUB PK & REC BRD REV,15690000
33,Alabama 6th,LEEDS ALA,15560000
33,Alabama 6th,CALERA ALA,12560000
33,Alabama 6th,ALABASTER ALA WTR BRD WTR REV,12300000
33,Alabama 6th,BIBB CNTY ALA BRD ED SPL TAX SCH WTS,11865000
33,Alabama 6th,ALABAMA HSG FIN AUTH MULTI FAM HSG REV,11750000
33,Alabama 6th,ALABAMA INCENTIVES FING AUTH SPL OBLIG,11750000
33,Alabama 6th,CENTRAL ELMORE ALA WTR & SWR AUTH REV,10705000
33,Alabama 6th,AUTAUGA CNTY ALA BRD ED PUB SCH TAX REV WTS,10305000
33,Alabama 6th,PRATTVILLE ALA INDL DEV BRD POLLUTN CTL REV,10250000
33,Alabama 6th,EUTAW ALA INDL DEV BRD POLLUTN CTL REV,9700000
33,Alabama 6th,ELMORE CNTY ALA BRD ED,8830000
33,Alabama 6th,WETUMPKA ALA,8670000
33,Alabama 6th,TALLASSEE ALA,6610000
33,Alabama 6th,BIBB CNTY ALA HEALTH CARE AUTH HOSP TAX REV,6360000
33,Alabama 6th,WOODSTOCK ALA,6175000
33,Alabama 6th,TALLASSEE ALA WTR GAS & SWR REV,4980000
33,Alabama 6th,ALABAMA WTR POLLUTION CTL AUTH,4690000
33,Alabama 6th,AUTAUGA CNTY ALA,4465000
33,Alabama 6th,PRATTVILLE ALA INDL DEV BRD ENVIRONMENTAL IMPT REV,4000000
33,Alabama 6th,PRATTVILLE ALA INDL DEV BRD REV,3855000
33,Alabama 6th,JEMISON ALA WTR & SWR REV,2780000
33,Alabama 6th,BIBB CNTY ALA BRD ED,2425000
33,Alabama 6th,COLUMBIANA ALA,2310000
33,Alabama 6th,CLANTON ALA,1940000
33,Alabama 6th,ELMORE CNTY ALA BRD ED CAP OUTLAY SCH WTS,1800000
33,Alabama 6th,PINSON ALA,1750000
33,Alabama 6th,JEMISON ALA,1445000
33,Alabama 6th,BIBB CNTY ALA,1435000
34,Alabama 6th,CENTER PT ALA,1430000
34,Alabama 6th,COOSA CNTY ALA BRD ED,875000
34,Alabama 6th,HARPERSVILLE ALA,600000
34,Alabama 6th,CENTREVILLE ALA,515000
34,Alabama 6th,WARRIOR ALA,55000
37,Alabama 7th,BLACK BELT ENERGY GAS DIST ALA GAS PROJ REV,6259255000
37,Alabama 7th,SOUTHEAST ENERGY AUTH COMMODITY SUPPLY REV ALA,2904965000
37,Alabama 7th,JEFFERSON CNTY ALA SWR REV,2352970000
37,Alabama 7th,SOUTHEAST ALA GAS SUPPLY DIST GAS SUPPLY REV,1572865000
37,Alabama 7th,ALABAMA ST PUB SCH & COLLEGE AUTH,1533365000
37,Alabama 7th,BLACK BELT ENERGY GAS DIST ALA GAS SUPPLY REV,1053455000
37,Alabama 7th,UNIVERSITY ALA GEN REV,1051905000
37,Alabama 7th,ALABAMA FED AID HWY FIN AUTH SPL OBLIG REV,638215000
37,Alabama 7th,BIRMINGHAM ALA WTRWKS BRD WTR REV,550985000
37,Alabama 7th,ALABAMA ST CORRECTIONS INSTN FIN AUTH REV,450610000
37,Alabama 7th,ALABAMA ST,388180000
37,Alabama 7th,BIRMINGHAM ALA,286465000
37,Alabama 7th,BLACK BELT ENERGY GAS DIST ALA GAS PREPAY REV,285370000
37,Alabama 7th,JEFFERSON CNTY ALA,285210000
37,Alabama 7th,ALABAMA HSG FIN AUTH SINGLE FAMILY MTG REV,260000000
37,Alabama 7th,COLUMBIA ALA INDL DEV BRD POLLUTN CTL REV,254000000
37,Alabama 7th,TUSCALOOSA ALA,223525000
37,Alabama 7th,BIRMINGHAM JEFFERSON ALA CIVIC CTR AUTH SPL TAX,214020000
37,Alabama 7th,JEFFERSON CNTY ALA BRD ED PUB SCH WTS,182710000
37,Alabama 7th,WEST JEFFERSON ALA INDL DEV BRD POLLUTN CTL REV,174580000
37,Alabama 7th,HOOVER ALA,156055000
37,Alabama 7th,BIRMINGHAM ALA SPL CARE FACS FING AUTH HEALTH C...,133595000
37,Alabama 7th,TUSCALOOSA ALA CITY BRD ED SCH TAX WTS,131730000
37,Alabama 7th,HOMEWOOD ALA,127140000
37,Alabama 7th,BIRMINGHAM ALA MED CLINIC BRD REV,112775000
37,Alabama 7th,SELMA ALA INDL DEV BRD REV,100000000
37,Alabama 7th,WEST JEFFERSON ALA INDL DEV BRD SOLID WASTE DIS...,98000000
37,Alabama 7th,BIRMINGHAM ALA ARPT AUTH ARPT REV,91410000
37,Alabama 7th,BIRMINGHAM JEFFERSON ALA CIVIC CTR AUTH REV,88790000
37,Alabama 7th,WALKER CNTY ALA ECONOMIC & INDL DEV AUTH SOLID ...,88000000
37,Alabama 7th,ALABAMA SPL CARE FACS FING AUTH MOBILE REV,87795000
37,Alabama 7th,UNIVERSITY ALA GEN FEE REV,86275000
37,Alabama 7th,ALABAMA ST HWY FIN CORP SPL OBLIG REV,85230000
37,Alabama 7th,PELL CITY ALA SPL CARE FACS FING AUTH REV,83210000
37,Alabama 7th,ALABAMA ECONOMIC SETTLEMENT AUTH BP SETTLEMENT REV,80925000
37,Alabama 7th,TUSCALOOSA CNTY ALA BRD ED SPL TAX SCH WTS,74685000
37,Alabama 7th,ALABAMA SPL CARE FACS FING AUTH BIRMINGHAM REV,73075000
37,Alabama 7th,TUSCALOOSA ALA PUB EDL BLDG AUTH STUDENT HSG REV,70235000
38,Alabama 7th,ALABAMA ST PUB HEALTH CARE AUTH LEASE REV,63285000
38,Alabama 7th,BIRMINGHAM ALA WTRWKS BRD REV ANTIC BD,62715000
38,Alabama 7th,BESSEMER ALA GOVERNMENTAL UTIL SVCS CORP WTR SU...,38760000
38,Alabama 7th,UNIVERSITY MONTEVALLO ALA REVS,33885000
38,Alabama 7th,DCH HEALTH CARE AUTH ALA,31555000
38,Alabama 7th,BIRMINGHAM ALA WTRWKS & SWR BRD WTR & SWR REV,29275000
38,Alabama 7th,DCH HEALTH CARE AUTH ALA HEALTH CARE FACS REV,28095000
38,Alabama 7th,UNIVERSITY WEST ALA UNIV REVS,25595000
38,Alabama 7th,BESSEMER ALA WTR REV,23630000
38,Alabama 7th,CLARKE & MOBILE CNTYS ALA GAS DIST GAS REV,21190000
38,Alabama 7th,TUSCALOOSA ALA CNTY PORT AUTH REV,19280000
38,Alabama 7th,MARENGO CNTY ALA,18545000
38,Alabama 7th,ALABAMA HSG FIN AUTH MULTIFAMILY TAX EXEMPT MTG...,16950000
38,Alabama 7th,JEFFERSON CNTY ALA PUB PK & REC BRD REV,15690000
38,Alabama 7th,FULTONDALE ALA,15040000
38,Alabama 7th,FAIRFIELD ALA,14005000
38,Alabama 7th,CLARKE CNTY ALA BRD ED WTS,12875000
38,Alabama 7th,BESSEMER ALA,12790000
38,Alabama 7th,SUMTER CNTY ALA BRD ED,12150000
38,Alabama 7th,ALABAMA HSG FIN AUTH MULTI FAM HSG REV,11750000
38,Alabama 7th,ALABAMA INCENTIVES FING AUTH SPL OBLIG,11750000
38,Alabama 7th,WILCOX CNTY ALA BRD ED CAP OUTLAY SCH WTS,10330000
38,Alabama 7th,EUTAW ALA INDL DEV BRD POLLUTN CTL REV,9700000
38,Alabama 7th,THOMASVILLE ALA,9520000
38,Alabama 7th,GREENE CNTY ALA BRD ED CAP OUTLAY SCH WTS,9075000
38,Alabama 7th,SELMA ALA WTRWKS & SWR BRD WTR & SWR REV,8300000
38,Alabama 7th,LOWNDES CNTY ALA,8050000
38,Alabama 7th,DALLAS CNTY ALA,7445000
38,Alabama 7th,ADAMSVILLE ALA,7290000
38,Alabama 7th,CLARKE CNTY ALA,7245000
38,Alabama 7th,HUEYTOWN ALA,6485000
38,Alabama 7th,WOODSTOCK ALA,6175000
38,Alabama 7th,BESSEMER ALA ELEC REV,5795000
38,Alabama 7th,PICKENS CNTY ALA HOSP ASSN SALES & USE TAX REV,5690000
38,Alabama 7th,TARRANT CITY ALA BRD ED SPL TAX SCH WTS,5560000
38,Alabama 7th,DALLAS CNTY ALA WTR & SWR AUTH REV,5250000
38,Alabama 7th,JACKSON ALA,5205000
38,Alabama 7th,LINDEN CITY ALA BRD ED SCH TAX WTS,5065000
38,Alabama 7th,TARRANT CITY ALA,5010000
38,Alabama 7th,BESSEMER ALA BRD ED SCH TAX WTS,4915000
38,Alabama 7th,WILCOX CNTY ALA,4815000
38,Alabama 7th,ALABAMA WTR POLLUTION CTL AUTH,4690000
38,Alabama 7th,SELMA ALA CITY BRD ED SCH TAX WTS,4470000
38,Alabama 7th,DEMOPOLIS ALA,3880000
39,Alabama 7th,MULGA ALA UTIL REV,3695000
39,Alabama 7th,HALE CNTY ALA HEALTH CARE AUTH,3585000
39,Alabama 7th,CHOCTAW CNTY ALA GAS TAX REV,3120000
39,Alabama 7th,ALABAMA HSG FIN AUTH MULTIFAMILY REV,2985000
39,Alabama 7th,PERRY CNTY ALA PUB BLDG AUTH REV,2715000
39,Alabama 7th,HAYNEVILLE ALA WTR & SWR REV,1970000
39,Alabama 7th,PERRY CNTY ALA,1895000
39,Alabama 7th,YORK ALA,1795000
39,Alabama 7th,ALICEVILLE ALA,1735000
39,Alabama 7th,CHOCTAW CNTY ALA,1720000
39,Alabama 7th,GORDO ALA WTR GAS & SWR REV,1720000
39,Alabama 7th,YORK ALA HEALTH CARE AUTH SPL TAX,1580000
39,Alabama 7th,CENTER PT ALA,1430000
39,Alabama 7th,TARRANT CITY ALA ELEC REV,1105000
39,Alabama 7th,SYLVAN SPRINGS ALA,1075000
39,Alabama 7th,WEST JEFFERSON ALA,1025000
39,Alabama 7th,BUTLER ALA,995000
39,Alabama 7th,CAMDEN ALA,950000
39,Alabama 7th,VANCE ALA,870000
39,Alabama 7th,SUMTER CNTY ALA,710000
39,Alabama 7th,BRIGHTON ALA,335000
39,Alabama 7th,LINDEN ALA,280000
39,Alabama 7th,CLARKE CNTY ALA BRD ED,205000
42,Arkansas 1st,UNIVERSITY ARK UNIV REV,789600000
42,Arkansas 1st,ARKANSAS ST,202505000
42,Arkansas 1st,ARKANSAS ST DEV FIN AUTH REV,126650000
42,Arkansas 1st,ARKANSAS ST DEV FIN AUTH TOB SETTLEMENT REV,125635000
42,Arkansas 1st,CABOT ARK SCH DIST NO 4 LONOKE CNTY,99440000
42,Arkansas 1st,ARKANSAS DEV FIN AUTH HEALTH CARE REV,94690000
42,Arkansas 1st,ARKANSAS ST DEV FIN AUTH SINGLE FAMILY MTG,89985000
42,Arkansas 1st,ARKANSAS DEV FIN AUTH PUB SAFETY CHARGES REV,79890000
42,Arkansas 1st,ARKANSAS ST UNIV REV,78740000
42,Arkansas 1st,NETTLETON ARK SPL SCH DIST CRAIGHEAD CNTY,67650000
42,Arkansas 1st,VALLEY VIEW SCH DIST NO 58 ARK,63810000
42,Arkansas 1st,ARKANSAS DEV FIN AUTH ST AGY FACS REV,58240000
42,Arkansas 1st,JONESBORO ARK SCH DIST NO 1,57135000
42,Arkansas 1st,PULASKI CNTY ARK PUB FACS BRD HEALTHCARE REV,56990000
42,Arkansas 1st,BROOKLAND ARK SCH DIST NO 014 CRAIGHEAD CNTY,56785000
42,Arkansas 1st,MARION ARK SCH DIST NO 3 CRITTENDEN,52195000
42,Arkansas 1st,BATESVILLE ARK SCH DIST NO 001,49400000
42,Arkansas 1st,CABOT ARK SALES & USE TAX,47900000
42,Arkansas 1st,JONESBORO ARK CITY WTR & LT PLT PUB UTIL SYS REV,47375000
42,Arkansas 1st,ARKANSAS ST DEV FIN AUTH HEALTH CARE FACS REV,45745000
42,Arkansas 1st,GREENE CNTY ARK TECH SCH DIST NO T-1,44005000
42,Arkansas 1st,HARRISON ARK SCH DIST NO 1,43000000
42,Arkansas 1st,WEST MEMPHIS ARK PUB UTIL SYS REV,42920000
42,Arkansas 1st,PARAGOULD ARK SCH DIST NO 1,37655000
42,Arkansas 1st,STUTTGART ARK SCH DIST NO 022,37030000
42,Arkansas 1st,WEST MEMPHIS ARK SCH DIST NO 4,32280000
42,Arkansas 1st,HENDERSON ST UNIV ARK AUXILLARY ENTERPRISES REV,30720000
42,Arkansas 1st,MOUNTAIN HOME ARK SCH DIST NO 9,29030000
42,Arkansas 1st,MOUNTAIN HOME ARK SALES & USE TAX,28850000
42,Arkansas 1st,STUTTGART ARK SALES & USE TAX REV,27710000
42,Arkansas 1st,BATESVILLE ARK SALES & USE TAX REV,25985000
42,Arkansas 1st,SOUTHSIDE ARK SCH DIST NO 3 INDEPENDENCE CNTY,25315000
42,Arkansas 1st,PARAGOULD ARK WTR SWR & ELEC REV,25105000
42,Arkansas 1st,HELENA & WEST HELENA ARK SCH DIST NO 002,22945000
42,Arkansas 1st,INDEPENDENCE CNTY ARK HYDROELECTRIC REV,22594001
42,Arkansas 1st,BATESVILLE ARK PUB FACS BRD HOSP REV,21530000
42,Arkansas 1st,OSCEOLA ARK UTIL REV,21400000
42,Arkansas 1st,UNIVERSITY ARK UNIV REVS,21370000
43,Arkansas 1st,BAXTER CNTY ARK HOSP REV,21125000
43,Arkansas 1st,BLYTHEVILLE ARK SCH DIST NO 005,19195000
43,Arkansas 1st,ARKANSAS ST DEV FIN AUTH CORRECTION FACS CONSTR...,19060000
